Name,Rating,Date,Review,Title,Score,Compound,Sentiment
Swati sah,1,08-07-2023,bottle break poweder spread box,damage product received,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Nitin Bhide,1,14-10-2022,tin container damaged powder come though not refundable replaced fresh future type damage product not deliver customer non refundable damaged product noticed take delivery refuse accept delivery person rematks order delivered,damaged peice,"{'neg': 0.152, 'neu': 0.788, 'pos': 0.06, 'compound': -0.7783}",-0.7783,negative
Amazon Customer,4,23-08-2020,averge service,package damaged,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
lakshmi,5,14-07-2021,remembered child hood son like,nice,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive
Subarna Dhara,5,22-10-2016,nice product helped rid stains appear teeth happy product thank much amazon bring not find local shops,nice product helped rid,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8969}",0.8969,positive
praveen kotwal,3,13-12-2020,good product,good product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
KKR,5,27-03-2021,always king tooth powder decades,king tooth power,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
korrapati sirodhika,5,27-08-2021,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
mukul326,5,14-08-2021,nice,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
cp,5,08-07-2021,evergreen,nostalgic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,5,21-03-2021,good,freshness,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Kunal Kishore,5,06-03-2021,like,taste,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
ALOK k.,5,13-02-2021,nice,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
Joy,5,18-12-2020,good results,given good results,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Suraj Z.,1,21-08-2022,not works whitening teeths useless p,not great,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
Rama Sarma,5,22-06-2020,useful,useful,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Amazon Customer,5,20-11-2016,love thanks amazoni use childhood use amazon,awesome product,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.6808}",0.6808,positive
S L,4,21-02-2016,use house long time,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Akhil,5,27-08-2017,really love itit makes wake bed,really love makes wake,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6361}",0.6361,positive
Vijaydeep Singh,4,03-06-2017,best compare toothpaste,stars,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
Binod Kumar Sharma,3,17-10-2018,find rusted inside expired,total money wasted,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Rohan,5,03-06-2016,classic product colgate nice results cavity protection properties lessens sensitivity increases witness alternate use beneficial,classic product colgate nice see amazon,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7178}",0.7178,positive
Placeholder,5,29-10-2016,amazing feel nostalgic everytime brush not changed bit years,stars,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.5859}",0.5859,positive
P Dwarakanathan,5,01-11-2019,good,quality product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Placeholder,4,20-11-2016,good usefull silver cleaning,stars,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Libin Jose,4,01-12-2016,good product damaged supply,stars,"{'neg': 0.437, 'neu': 0.341, 'pos': 0.222, 'compound': -0.4404}",-0.4404,negative
Vignesh,4,31-08-2016,thanks really worth,stars,"{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.624}",0.624,positive
PPPanda,5,29-10-2016,quality thirty years ago,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
SUMANTA KUMAR SAHOO,4,30-12-2016,good,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Naif,1,19-11-2021,felt chemical natural,not natural think,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,positive
Kishan,5,09-11-2017,leakage dent,good packing dent,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}",-0.1531,negative
SAHAB420,3,01-04-2018,good,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
suman,4,18-08-2016,ok,k,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Gowthi,5,18-05-2018,great,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
Vikas Dhoot,4,11-02-2016,zingy,blast past,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}",0.4588,positive
Sujata Roy,5,31-10-2017,best till,stars,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
I hadn't tried it for my teeth but yes is definitely removes dirt from my silver jewellery.it works like wonder.very happy with it.,5,27-08-2023,cleans silver jewellery miraculouslyplz try clean colgate tooth powderit works like wondersuse soft velvet clothe little powder rub silver jewelleryit shine,cleans silver jewellery,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6369}",0.6369,positive
VATAN MISHRA,4,17-11-2015,ok,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
meenakshi,4,23-11-2015,good,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Manikantha,5,31-05-2016,good product toothpaste,good product toothpaste,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive
Amazon Customer,5,04-12-2015,uesfull shinning silver coin jwellery,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Suman,3,02-11-2015,ok supposed,stars,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369,positive
Vishal Anghan,5,18-01-2017,nice product,nice product,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
TAQARRUB ZAMAN,5,03-05-2016,good product price,stars,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Jose,3,02-11-2015,remembering good old days good deal good product,nice,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.8271}",0.8271,positive
Ram Kumar,5,04-11-2015,really nice brand best price,stars,"{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.807}",0.807,positive
suvarna,3,29-10-2015,ok elderly people,stars,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,positive
Kaustubh,5,27-11-2015,fantastic lightning deal,stars,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}",0.5574,positive
Simran Buttar,5,02-04-2016,gud,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
rashid,5,09-11-2015,childhood brand,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
anita,5,27-11-2015,like,stars,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive
Pruthvi Raj Behera,5,20-11-2015,awesome product,stars,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
Muthuraj,5,11-12-2015,super,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,positive
Amazon Customer,5,17-11-2015,gud,stars,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Nagaraj,5,20-04-2015,good best price,stars,"{'neg': 0.0, 'neu': 0.22, 'pos': 0.78, 'compound': 0.7964}",0.7964,positive
Amit,5,24-11-2015,good,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Debankur Bhattacharya,2,25-05-2016,mrp discount,stars,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.4466}",-0.4466,negative
VG,4,17-05-2021,not want use clean teeth amazing polish silverware throw expiry,good,"{'neg': 0.036, 'neu': 0.722, 'pos': 0.241, 'compound': 0.8037}",0.8037,positive
Jamwal,4,02-02-2020,use product childhood quite nostalgic not sure liked taste swallowed not recommended say blisters say bhagwan darro one oldest products market reliablecons powder form need use carefully,nostalgia use lot childhood middle class family stored house,"{'neg': 0.044, 'neu': 0.884, 'pos': 0.072, 'compound': 0.4733}",0.4733,positive
mitchelle afonso,5,21-03-2021,best tooth powder nice flavour n feel day fresh better tooth paste strongly recommend use tooth powder problem product sometimes packing tin loose n powder spills tin issue sometimes overall compare tooth paste love tooth powder much,strongly recommended,"{'neg': 0.04, 'neu': 0.76, 'pos': 0.2, 'compound': 0.9161}",0.9161,positive
Achintya,1,15-10-2017,damaged product,damaged product,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
Abhishek Sharma,5,27-08-2017,use use kids toothpastes take stopped use dental powder lots shops also keep nowadays feel much effective fancy toothpastes economical lathers lot taste smell really good transported past noticing removes yellowness stains better today toothpastes chlorhexidine stains dental work not come powder lightened use thrice day brush abrasive affect enamel,nostalgia excellent cleaning,"{'neg': 0.012, 'neu': 0.847, 'pos': 0.141, 'compound': 0.9466}",0.9466,positive
Vaijanta mistry,5,28-09-2019,nice clean silver utensils pitambari works,nice product,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.7233}",0.7233,positive
Sreejith.R,1,04-05-2016,bad smell,star,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
Siva Charan Kumar,1,18-02-2018,initial days use tempt smell cleaning property longer use harms adversely please use tooth powder sls dry form detergent commonly find handwash clothes detergent floor cleaner car washing chemical everyday toothpaste suggesting want use natural viccopatanjalinogikhadi jagriti herbscharakkpnamboodiridabur etcindians blindly use decades attracted tactic advertisements looks,not tooth powder box harsh chemical powder,"{'neg': 0.067, 'neu': 0.795, 'pos': 0.138, 'compound': 0.7096}",0.7096,positive
"Go Organic, Eat Healthy",4,08-01-2016,good,stars,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Manoj Kanjani,4,29-04-2016,good usual perfect packing product,stars,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.765,positive
alameenaliasallu,5,30-10-2015,good quality,recomended,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Pooja Dinesh,5,27-10-2021,taste exactly years ago thanks amazon colgate bring back good childhood memories refreshing brushing,relive childhood memories,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.7579}",0.7579,positive
MURALI,5,21-03-2023,long back use teeth powder family feel happy,good,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",0.5719,positive
JITHENDRA REDDY.V,5,22-10-2020,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Saroj K Satpathy,5,27-11-2019,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
siva,5,24-01-2023,,colgate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
B Naresh,5,27-05-2023,old gold always change taste fragrance tooth powder awesome use brush,old gold,"{'neg': 0.07, 'neu': 0.799, 'pos': 0.131, 'compound': 0.4404}",0.4404,positive
